query_file,query_index,run_id,input_entities,matched_entities,result_rows,runtime_seconds,status,http_status_code,error_message,result_file
business_scale1000_CQ5_CQ8_temporal_info.sparql,7,5,1000,15,39,0.1497853750001923,success,200,,qlever_results/business_scale1000_CQ5_CQ8_temporal_info_run5.csv
business_scale1000_CQ9_sequence_property.sparql,8,1,1000,55,81,1.5671376670002246,success,200,,qlever_results/business_scale1000_CQ9_sequence_property_run1.csv
business_scale1000_CQ9_sequence_property.sparql,8,2,1000,55,81,0.6073647919997711,success,200,,qlever_results/business_scale1000_CQ9_sequence_property_run2.csv
business_scale1000_CQ9_sequence_property.sparql,8,3,1000,55,81,0.7198552919999202,success,200,,qlever_results/business_scale1000_CQ9_sequence_property_run3.csv
business_scale1000_CQ9_sequence_property.sparql,8,4,1000,55,81,0.7651968750001288,success,200,,qlever_results/business_scale1000_CQ9_sequence_property_run4.csv
business_scale1000_CQ9_sequence_property.sparql,8,5,1000,55,81,0.6953261250000651,success,200,,qlever_results/business_scale1000_CQ9_sequence_property_run5.csv
business_scale1000_CQ9_sequence_qualifier.sparql,9,1,1000,0,0,0.181188750000274,success,200,,qlever_results/business_scale1000_CQ9_sequence_qualifier_run1.csv
business_scale1000_CQ9_sequence_qualifier.sparql,9,2,1000,0,0,0.12139083400006712,success,200,,qlever_results/business_scale1000_CQ9_sequence_qualifier_run2.csv
business_scale1000_CQ9_sequence_qualifier.sparql,9,3,1000,0,0,0.19107720800002426,success,200,,qlever_results/business_scale1000_CQ9_sequence_qualifier_run3.csv
business_scale1000_CQ9_sequence_qualifier.sparql,9,4,1000,0,0,0.12328945799981739,success,200,,qlever_results/business_scale1000_CQ9_sequence_qualifier_run4.csv
business_scale1000_CQ9_sequence_qualifier.sparql,9,5,1000,0,0,0.1192275830003382,success,200,,qlever_results/business_scale1000_CQ9_sequence_qualifier_run5.csv
business_scale100_CQ10_reference.sparql,10,1,100,55,116,0.11378049999984796,success,200,,qlever_results/business_scale100_CQ10_reference_run1.csv
business_scale100_CQ10_reference.sparql,10,2,100,55,116,0.12355608300003951,success,200,,qlever_results/business_scale100_CQ10_reference_run2.csv
business_scale100_CQ10_reference.sparql,10,3,100,55,116,0.11693129200011754,success,200,,qlever_results/business_scale100_CQ10_reference_run3.csv
business_scale100_CQ10_reference.sparql,10,4,100,55,116,0.1203302909998456,success,200,,qlever_results/business_scale100_CQ10_reference_run4.csv
business_scale100_CQ10_reference.sparql,10,5,100,55,116,0.1289118330000747,success,200,,qlever_results/business_scale100_CQ10_reference_run5.csv
business_scale100_CQ1_recorded_value.sparql,11,1,100,19,21,0.09647508399984872,success,200,,qlever_results/business_scale100_CQ1_recorded_value_run1.csv
business_scale100_CQ1_recorded_value.sparql,11,2,100,19,21,0.0947756250002385,success,200,,qlever_results/business_scale100_CQ1_recorded_value_run2.csv
business_scale100_CQ1_recorded_value.sparql,11,3,100,19,21,0.09068804199978331,success,200,,qlever_results/business_scale100_CQ1_recorded_value_run3.csv
business_scale100_CQ1_recorded_value.sparql,11,4,100,19,21,0.09375666699997964,success,200,,qlever_results/business_scale100_CQ1_recorded_value_run4.csv
business_scale100_CQ1_recorded_value.sparql,11,5,100,19,21,0.09114725000017643,success,200,,qlever_results/business_scale100_CQ1_recorded_value_run5.csv
business_scale100_CQ2_current_value_qualifier.sparql,12,1,100,2,2,0.12459295899998324,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_run1.csv
business_scale100_CQ2_current_value_qualifier.sparql,12,2,100,2,2,0.1167930419996992,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_run2.csv
business_scale100_CQ2_current_value_qualifier.sparql,12,3,100,2,2,0.3958456249997653,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_run3.csv
business_scale100_CQ2_current_value_qualifier.sparql,12,4,100,2,2,0.5471865419999631,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_run4.csv
business_scale100_CQ2_current_value_qualifier.sparql,12,5,100,2,2,0.11984641599974566,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_run5.csv
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,1,100,0,0,0.16592795800033855,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run1.csv
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,2,100,0,0,0.15068166700029906,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run2.csv
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,3,100,0,0,0.10714666700005182,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run3.csv
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,4,100,0,0,0.10010666700009097,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run4.csv
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,5,100,0,0,0.10227579100001094,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run5.csv
business_scale100_CQ3_value_at_2024.sparql,14,1,100,2,2,0.10521337500040318,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run1.csv
business_scale100_CQ3_value_at_2024.sparql,14,2,100,2,2,0.11931758300033835,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run2.csv
business_scale100_CQ3_value_at_2024.sparql,14,3,100,2,2,0.10454887500009136,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run3.csv
business_scale100_CQ3_value_at_2024.sparql,14,4,100,2,2,0.09959870900001988,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run4.csv
business_scale100_CQ3_value_at_2024.sparql,14,5,100,2,2,0.09933795899996767,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run5.csv
business_scale100_CQ4_lifecycle_event.sparql,15,1,100,77,78,0.09699795799951971,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run1.csv
business_scale100_CQ4_lifecycle_event.sparql,15,2,100,77,78,0.09551712499978748,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run2.csv
business_scale100_CQ4_lifecycle_event.sparql,15,3,100,77,78,0.0896735410005931,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run3.csv
business_scale100_CQ4_lifecycle_event.sparql,15,4,100,77,78,0.09931433400015521,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run4.csv
business_scale100_CQ4_lifecycle_event.sparql,15,5,100,77,78,0.11011804099962319,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run5.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,1,100,2,3,0.14887795799950254,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run1.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,2,100,2,3,0.10367433300052653,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run2.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,3,100,2,3,0.10375720799947885,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run3.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,4,100,2,3,0.1486063339998509,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run4.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,5,100,2,3,0.1412772080002469,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run5.csv
business_scale100_CQ9_sequence_property.sparql,17,1,100,4,6,0.17971904200021527,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run1.csv
business_scale100_CQ9_sequence_property.sparql,17,2,100,4,6,0.15471979199992347,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run2.csv
business_scale100_CQ9_sequence_property.sparql,17,3,100,4,6,0.20544070799951442,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run3.csv
business_scale100_CQ9_sequence_property.sparql,17,4,100,4,6,0.15284199999950943,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run4.csv
business_scale100_CQ9_sequence_property.sparql,17,5,100,4,6,0.16270541699941532,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run5.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,1,100,0,0,0.09997512500012817,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run1.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,2,100,0,0,0.17502791700007947,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run2.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,3,100,0,0,0.12786383399998158,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run3.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,4,100,0,0,0.13460445799955778,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run4.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,5,100,0,0,0.13378924999960873,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run5.csv
business_scale10_CQ10_reference.sparql,19,1,10,6,10,0.14054158399994776,success,200,,qlever_results/business_scale10_CQ10_reference_run1.csv
business_scale10_CQ10_reference.sparql,19,2,10,6,10,0.0971715840005345,success,200,,qlever_results/business_scale10_CQ10_reference_run2.csv
business_scale10_CQ10_reference.sparql,19,3,10,6,10,0.10421575000054872,success,200,,qlever_results/business_scale10_CQ10_reference_run3.csv
business_scale10_CQ10_reference.sparql,19,4,10,6,10,0.10126704199956293,success,200,,qlever_results/business_scale10_CQ10_reference_run4.csv
business_scale10_CQ10_reference.sparql,19,5,10,6,10,0.09424424999997427,success,200,,qlever_results/business_scale10_CQ10_reference_run5.csv
business_scale10_CQ1_recorded_value.sparql,20,1,10,5,7,0.08433970799978852,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run1.csv
business_scale10_CQ1_recorded_value.sparql,20,2,10,5,7,0.08693229199980124,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run2.csv
business_scale10_CQ1_recorded_value.sparql,20,3,10,5,7,0.08540633299980982,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run3.csv
business_scale10_CQ1_recorded_value.sparql,20,4,10,5,7,0.08933479200004513,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run4.csv
business_scale10_CQ1_recorded_value.sparql,20,5,10,5,7,0.12109133300054964,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run5.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,1,10,1,1,0.11555120899993199,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run1.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,2,10,1,1,0.11125224999977945,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run2.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,3,10,1,1,0.12025558299956174,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run3.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,4,10,1,1,0.10852012499981356,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run4.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,5,10,1,1,0.11312366699985432,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run5.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,1,10,0,0,0.10991399999966234,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run1.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,2,10,0,0,0.09235725000053208,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run2.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,3,10,0,0,0.0990664580003795,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run3.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,4,10,0,0,0.10327774999950634,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run4.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,5,10,0,0,0.10150720899946464,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run5.csv
business_scale10_CQ3_value_at_2024.sparql,23,1,10,1,1,0.10322437499962689,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run1.csv
business_scale10_CQ3_value_at_2024.sparql,23,2,10,1,1,0.08297558300000674,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run2.csv
business_scale10_CQ3_value_at_2024.sparql,23,3,10,1,1,0.09371404200010147,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run3.csv
business_scale10_CQ3_value_at_2024.sparql,23,4,10,1,1,0.09674395799993363,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run4.csv
business_scale10_CQ3_value_at_2024.sparql,23,5,10,1,1,0.14868708300036815,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run5.csv
business_scale10_CQ4_lifecycle_event.sparql,24,1,10,7,7,0.09256124999956228,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run1.csv
business_scale10_CQ4_lifecycle_event.sparql,24,2,10,7,7,0.11280191599962563,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run2.csv
business_scale10_CQ4_lifecycle_event.sparql,24,3,10,7,7,0.09048991700001352,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run3.csv
business_scale10_CQ4_lifecycle_event.sparql,24,4,10,7,7,0.12395937499968568,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run4.csv
business_scale10_CQ4_lifecycle_event.sparql,24,5,10,7,7,0.0926039160003711,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run5.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,1,10,1,2,0.09907674999976734,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run1.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,2,10,1,2,0.09757474999969418,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run2.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,3,10,1,2,0.09984604100009165,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run3.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,4,10,1,2,0.10796045900042373,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run4.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,5,10,1,2,0.11758054199981416,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run5.csv
business_scale10_CQ9_sequence_property.sparql,26,1,10,1,1,0.1085224170001311,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run1.csv
business_scale10_CQ9_sequence_property.sparql,26,2,10,1,1,0.09589295800014952,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run2.csv
business_scale10_CQ9_sequence_property.sparql,26,3,10,1,1,0.11447079099980328,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run3.csv
business_scale10_CQ9_sequence_property.sparql,26,4,10,1,1,0.10201991700068902,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run4.csv
business_scale10_CQ9_sequence_property.sparql,26,5,10,1,1,0.1176173750000089,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run5.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,1,10,0,0,0.10700912500033155,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run1.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,2,10,0,0,0.09802087500065682,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run2.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,3,10,0,0,0.15565429199978098,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run3.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,4,10,0,0,0.09868383400043967,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run4.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,5,10,0,0,0.10480579100021714,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run5.csv
business_scale1_CQ10_reference.sparql,28,1,1,1,2,0.10169574999963515,success,200,,qlever_results/business_scale1_CQ10_reference_run1.csv
business_scale1_CQ10_reference.sparql,28,2,1,1,2,0.0978224999998929,success,200,,qlever_results/business_scale1_CQ10_reference_run2.csv
business_scale1_CQ10_reference.sparql,28,3,1,1,2,0.13688100000035774,success,200,,qlever_results/business_scale1_CQ10_reference_run3.csv
business_scale1_CQ10_reference.sparql,28,4,1,1,2,0.10139887500008626,success,200,,qlever_results/business_scale1_CQ10_reference_run4.csv
business_scale1_CQ10_reference.sparql,28,5,1,1,2,0.09514737499921466,success,200,,qlever_results/business_scale1_CQ10_reference_run5.csv
business_scale1_CQ1_recorded_value.sparql,29,1,1,1,2,0.08894112500092888,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run1.csv
business_scale1_CQ1_recorded_value.sparql,29,2,1,1,2,0.0912062089992105,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run2.csv
business_scale1_CQ1_recorded_value.sparql,29,3,1,1,2,0.08491112499905284,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run3.csv
business_scale1_CQ1_recorded_value.sparql,29,4,1,1,2,0.08542645899979107,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run4.csv
business_scale1_CQ1_recorded_value.sparql,29,5,1,1,2,0.09103541600052267,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run5.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,1,1,1,1,0.11158879200047522,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run1.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,2,1,1,1,0.11853920899920922,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run2.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,3,1,1,1,0.1248047500012035,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run3.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,4,1,1,1,0.11723079200055508,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run4.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,5,1,1,1,0.10561912499906612,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run5.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,1,1,0,0,0.11808587499945133,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run1.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,2,1,0,0,0.08983237500069663,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run2.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,3,1,0,0,0.09294462500110967,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run3.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,4,1,0,0,0.09213283399913053,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run4.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,5,1,0,0,0.09373670799868705,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run5.csv
business_scale1_CQ3_value_at_2024.sparql,32,1,1,1,1,0.09313133300020127,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run1.csv
business_scale1_CQ3_value_at_2024.sparql,32,2,1,1,1,0.12826599999971222,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run2.csv
business_scale1_CQ3_value_at_2024.sparql,32,3,1,1,1,0.09607270800006518,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run3.csv
business_scale1_CQ3_value_at_2024.sparql,32,4,1,1,1,0.09194550000029267,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run4.csv
business_scale1_CQ3_value_at_2024.sparql,32,5,1,1,1,0.11334358400017663,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run5.csv
business_scale1_CQ4_lifecycle_event.sparql,33,1,1,1,1,0.0871491670004616,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run1.csv
business_scale1_CQ4_lifecycle_event.sparql,33,2,1,1,1,0.09236595800030045,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run2.csv
business_scale1_CQ4_lifecycle_event.sparql,33,3,1,1,1,0.08106437500100583,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run3.csv
business_scale1_CQ4_lifecycle_event.sparql,33,4,1,1,1,0.08431412500067381,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run4.csv
business_scale1_CQ4_lifecycle_event.sparql,33,5,1,1,1,0.0915223749998404,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run5.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,1,1,1,2,0.14059904200075835,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run1.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,2,1,1,2,0.11196958300024562,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run2.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,3,1,1,2,0.09897779200036894,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run3.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,4,1,1,2,0.09490933400047652,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run4.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,5,1,1,2,0.09251741699881677,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run5.csv
business_scale1_CQ9_sequence_property.sparql,35,1,1,1,1,0.09988158400119573,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run1.csv
business_scale1_CQ9_sequence_property.sparql,35,2,1,1,1,0.11784233399885125,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run2.csv
business_scale1_CQ9_sequence_property.sparql,35,3,1,1,1,0.09793249999893305,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run3.csv
business_scale1_CQ9_sequence_property.sparql,35,4,1,1,1,0.11034004199973424,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run4.csv
business_scale1_CQ9_sequence_property.sparql,35,5,1,1,1,0.10614574999999604,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run5.csv
business_scale1_CQ9_sequence_qualifier.sparql,36,1,1,0,0,0.15512683300039498,success,200,,qlever_results/business_scale1_CQ9_sequence_qualifier_run1.csv
