query_file,query_index,run_id,input_entities,matched_entities,result_rows,runtime_seconds,status,http_status_code,error_message,result_file
business_scale100_CQ2_current_value_qualifier_rank.sparql,13,5,100,0,0,0.0927162079997288,success,200,,qlever_results/business_scale100_CQ2_current_value_qualifier_rank_run5.csv
business_scale100_CQ3_value_at_2024.sparql,14,1,100,2,2,0.10929141700034961,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run1.csv
business_scale100_CQ3_value_at_2024.sparql,14,2,100,2,2,0.1420490829996197,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run2.csv
business_scale100_CQ3_value_at_2024.sparql,14,3,100,2,2,0.10453074999986711,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run3.csv
business_scale100_CQ3_value_at_2024.sparql,14,4,100,2,2,0.12266449999970064,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run4.csv
business_scale100_CQ3_value_at_2024.sparql,14,5,100,2,2,0.13777166700037924,success,200,,qlever_results/business_scale100_CQ3_value_at_2024_run5.csv
business_scale100_CQ4_lifecycle_event.sparql,15,1,100,77,78,0.10546370800057048,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run1.csv
business_scale100_CQ4_lifecycle_event.sparql,15,2,100,77,78,0.10951870799999597,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run2.csv
business_scale100_CQ4_lifecycle_event.sparql,15,3,100,77,78,0.10804591699979937,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run3.csv
business_scale100_CQ4_lifecycle_event.sparql,15,4,100,77,78,0.10508416599986958,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run4.csv
business_scale100_CQ4_lifecycle_event.sparql,15,5,100,77,78,0.16054666600030032,success,200,,qlever_results/business_scale100_CQ4_lifecycle_event_run5.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,1,100,2,3,0.11380745899987232,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run1.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,2,100,2,3,0.10203766700033157,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run2.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,3,100,2,3,0.11538104200008092,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run3.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,4,100,2,3,0.12091220799993607,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run4.csv
business_scale100_CQ5_CQ8_temporal_info.sparql,16,5,100,2,3,0.11056550000012066,success,200,,qlever_results/business_scale100_CQ5_CQ8_temporal_info_run5.csv
business_scale100_CQ9_sequence_property.sparql,17,1,100,4,6,0.15461858400067285,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run1.csv
business_scale100_CQ9_sequence_property.sparql,17,2,100,4,6,0.17725741699996433,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run2.csv
business_scale100_CQ9_sequence_property.sparql,17,3,100,4,6,0.15160279200063087,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run3.csv
business_scale100_CQ9_sequence_property.sparql,17,4,100,4,6,0.1500659169996652,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run4.csv
business_scale100_CQ9_sequence_property.sparql,17,5,100,4,6,0.2173169580000831,success,200,,qlever_results/business_scale100_CQ9_sequence_property_run5.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,1,100,0,0,0.09937758300020505,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run1.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,2,100,0,0,0.11997825000071316,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run2.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,3,100,0,0,0.10567429100046866,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run3.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,4,100,0,0,0.10008254100011982,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run4.csv
business_scale100_CQ9_sequence_qualifier.sparql,18,5,100,0,0,0.09310150000055728,success,200,,qlever_results/business_scale100_CQ9_sequence_qualifier_run5.csv
business_scale10_CQ10_reference.sparql,19,1,10,6,10,0.14925016600045637,success,200,,qlever_results/business_scale10_CQ10_reference_run1.csv
business_scale10_CQ10_reference.sparql,19,2,10,6,10,0.2055913749991305,success,200,,qlever_results/business_scale10_CQ10_reference_run2.csv
business_scale10_CQ10_reference.sparql,19,3,10,6,10,0.13597541699982685,success,200,,qlever_results/business_scale10_CQ10_reference_run3.csv
business_scale10_CQ10_reference.sparql,19,4,10,6,10,0.10766674999922543,success,200,,qlever_results/business_scale10_CQ10_reference_run4.csv
business_scale10_CQ10_reference.sparql,19,5,10,6,10,0.11354066700005205,success,200,,qlever_results/business_scale10_CQ10_reference_run5.csv
business_scale10_CQ1_recorded_value.sparql,20,1,10,5,7,0.10788358300032996,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run1.csv
business_scale10_CQ1_recorded_value.sparql,20,2,10,5,7,0.11103354200076865,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run2.csv
business_scale10_CQ1_recorded_value.sparql,20,3,10,5,7,0.0901491669992538,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run3.csv
business_scale10_CQ1_recorded_value.sparql,20,4,10,5,7,0.0809773339997264,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run4.csv
business_scale10_CQ1_recorded_value.sparql,20,5,10,5,7,0.0939442090002558,success,200,,qlever_results/business_scale10_CQ1_recorded_value_run5.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,1,10,1,1,0.10947508300068876,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run1.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,2,10,1,1,0.11363179100044363,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run2.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,3,10,1,1,0.1052750830003788,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run3.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,4,10,1,1,0.10323433299981843,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run4.csv
business_scale10_CQ2_current_value_qualifier.sparql,21,5,10,1,1,0.1153552910000144,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_run5.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,1,10,0,0,0.08687683400057722,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run1.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,2,10,0,0,0.1621341250001933,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run2.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,3,10,0,0,0.1281371670002045,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run3.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,4,10,0,0,0.2160642500002723,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run4.csv
business_scale10_CQ2_current_value_qualifier_rank.sparql,22,5,10,0,0,0.09865575000003446,success,200,,qlever_results/business_scale10_CQ2_current_value_qualifier_rank_run5.csv
business_scale10_CQ3_value_at_2024.sparql,23,1,10,1,1,0.10811812500014639,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run1.csv
business_scale10_CQ3_value_at_2024.sparql,23,2,10,1,1,0.12688441699992836,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run2.csv
business_scale10_CQ3_value_at_2024.sparql,23,3,10,1,1,0.10964079199948173,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run3.csv
business_scale10_CQ3_value_at_2024.sparql,23,4,10,1,1,0.10515816600036487,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run4.csv
business_scale10_CQ3_value_at_2024.sparql,23,5,10,1,1,0.10382666700024856,success,200,,qlever_results/business_scale10_CQ3_value_at_2024_run5.csv
business_scale10_CQ4_lifecycle_event.sparql,24,1,10,7,7,0.08824166700014757,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run1.csv
business_scale10_CQ4_lifecycle_event.sparql,24,2,10,7,7,0.09115083400047297,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run2.csv
business_scale10_CQ4_lifecycle_event.sparql,24,3,10,7,7,0.0895978329999707,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run3.csv
business_scale10_CQ4_lifecycle_event.sparql,24,4,10,7,7,0.09427287499966042,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run4.csv
business_scale10_CQ4_lifecycle_event.sparql,24,5,10,7,7,0.10294420799982618,success,200,,qlever_results/business_scale10_CQ4_lifecycle_event_run5.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,1,10,1,2,0.0978413749999163,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run1.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,2,10,1,2,0.10397199999988516,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run2.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,3,10,1,2,0.10054995800055622,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run3.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,4,10,1,2,0.09799091700006102,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run4.csv
business_scale10_CQ5_CQ8_temporal_info.sparql,25,5,10,1,2,0.12009829199996602,success,200,,qlever_results/business_scale10_CQ5_CQ8_temporal_info_run5.csv
business_scale10_CQ9_sequence_property.sparql,26,1,10,1,1,0.10134833299980528,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run1.csv
business_scale10_CQ9_sequence_property.sparql,26,2,10,1,1,0.10041612500026531,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run2.csv
business_scale10_CQ9_sequence_property.sparql,26,3,10,1,1,0.12768987500021467,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run3.csv
business_scale10_CQ9_sequence_property.sparql,26,4,10,1,1,0.10664374999942083,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run4.csv
business_scale10_CQ9_sequence_property.sparql,26,5,10,1,1,0.13791350000064995,success,200,,qlever_results/business_scale10_CQ9_sequence_property_run5.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,1,10,0,0,0.25257437499931257,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run1.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,2,10,0,0,0.09071512499940582,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run2.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,3,10,0,0,0.09102466700096556,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run3.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,4,10,0,0,0.09126170899980934,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run4.csv
business_scale10_CQ9_sequence_qualifier.sparql,27,5,10,0,0,0.0932255419993453,success,200,,qlever_results/business_scale10_CQ9_sequence_qualifier_run5.csv
business_scale1_CQ10_reference.sparql,28,1,1,1,2,0.09455070799958776,success,200,,qlever_results/business_scale1_CQ10_reference_run1.csv
business_scale1_CQ10_reference.sparql,28,2,1,1,2,0.09628470799907518,success,200,,qlever_results/business_scale1_CQ10_reference_run2.csv
business_scale1_CQ10_reference.sparql,28,3,1,1,2,0.09608275000027788,success,200,,qlever_results/business_scale1_CQ10_reference_run3.csv
business_scale1_CQ10_reference.sparql,28,4,1,1,2,0.12289187500027765,success,200,,qlever_results/business_scale1_CQ10_reference_run4.csv
business_scale1_CQ10_reference.sparql,28,5,1,1,2,0.10650424999948882,success,200,,qlever_results/business_scale1_CQ10_reference_run5.csv
business_scale1_CQ1_recorded_value.sparql,29,1,1,1,2,0.11027562500021304,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run1.csv
business_scale1_CQ1_recorded_value.sparql,29,2,1,1,2,0.07996120899952075,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run2.csv
business_scale1_CQ1_recorded_value.sparql,29,3,1,1,2,0.08314762500049255,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run3.csv
business_scale1_CQ1_recorded_value.sparql,29,4,1,1,2,0.0880858749987965,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run4.csv
business_scale1_CQ1_recorded_value.sparql,29,5,1,1,2,0.07764325000061945,success,200,,qlever_results/business_scale1_CQ1_recorded_value_run5.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,1,1,1,1,0.10610520800037193,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run1.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,2,1,1,1,0.11760895799852733,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run2.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,3,1,1,1,0.10639870799968776,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run3.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,4,1,1,1,0.1254960000005667,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run4.csv
business_scale1_CQ2_current_value_qualifier.sparql,30,5,1,1,1,0.15187137499924575,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_run5.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,1,1,0,0,0.10399733299891523,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run1.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,2,1,0,0,0.10950429200056533,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run2.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,3,1,0,0,0.12355250000109663,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run3.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,4,1,0,0,0.08825516700017033,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run4.csv
business_scale1_CQ2_current_value_qualifier_rank.sparql,31,5,1,0,0,0.09369437500026834,success,200,,qlever_results/business_scale1_CQ2_current_value_qualifier_rank_run5.csv
business_scale1_CQ3_value_at_2024.sparql,32,1,1,1,1,0.10248883399981423,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run1.csv
business_scale1_CQ3_value_at_2024.sparql,32,2,1,1,1,0.09214624999913212,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run2.csv
business_scale1_CQ3_value_at_2024.sparql,32,3,1,1,1,0.11058916699948895,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run3.csv
business_scale1_CQ3_value_at_2024.sparql,32,4,1,1,1,0.09920450000026904,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run4.csv
business_scale1_CQ3_value_at_2024.sparql,32,5,1,1,1,0.10652370800016797,success,200,,qlever_results/business_scale1_CQ3_value_at_2024_run5.csv
business_scale1_CQ4_lifecycle_event.sparql,33,1,1,1,1,0.08707991699884587,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run1.csv
business_scale1_CQ4_lifecycle_event.sparql,33,2,1,1,1,0.08225954199951957,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run2.csv
business_scale1_CQ4_lifecycle_event.sparql,33,3,1,1,1,0.1050241670000105,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run3.csv
business_scale1_CQ4_lifecycle_event.sparql,33,4,1,1,1,0.10286070800066227,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run4.csv
business_scale1_CQ4_lifecycle_event.sparql,33,5,1,1,1,0.09228649999931804,success,200,,qlever_results/business_scale1_CQ4_lifecycle_event_run5.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,1,1,1,2,0.09464445899902785,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run1.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,2,1,1,2,0.11217483400105266,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run2.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,3,1,1,2,0.09231533300044248,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run3.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,4,1,1,2,0.1208621250007127,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run4.csv
business_scale1_CQ5_CQ8_temporal_info.sparql,34,5,1,1,2,0.10773533300016425,success,200,,qlever_results/business_scale1_CQ5_CQ8_temporal_info_run5.csv
business_scale1_CQ9_sequence_property.sparql,35,1,1,1,1,0.10305029099981766,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run1.csv
business_scale1_CQ9_sequence_property.sparql,35,2,1,1,1,0.10050116700040235,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run2.csv
business_scale1_CQ9_sequence_property.sparql,35,3,1,1,1,0.09589266699913424,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run3.csv
business_scale1_CQ9_sequence_property.sparql,35,4,1,1,1,0.0868519590003416,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run4.csv
business_scale1_CQ9_sequence_property.sparql,35,5,1,1,1,0.10068595899974753,success,200,,qlever_results/business_scale1_CQ9_sequence_property_run5.csv
business_scale1_CQ9_sequence_qualifier.sparql,36,1,1,0,0,0.08723224999994272,success,200,,qlever_results/business_scale1_CQ9_sequence_qualifier_run1.csv
business_scale1_CQ9_sequence_qualifier.sparql,36,2,1,0,0,0.1010883750004723,success,200,,qlever_results/business_scale1_CQ9_sequence_qualifier_run2.csv
